cidade;estado;area;num_quartos;num_banheiros;garagem;num_andares;aceita_animais;mobilia;valor_aluguel;valor_condominio;valor_iptu;valor_seguro_incendio
Belo Horizonte;MG;27;1;1;0;1;Nao;Sim;1167;0;334;16
Sao Paulo;SP;250;3;4;2;16;Sim;Nao;6000;3300;517;77
Porto Alegre;RS;350;4;3;3;1;Sim;Sim;4400;0;209;79
Sao Paulo;SP;208;3;2;2;3;Sim;Nao;5000;1800;500;64
Sao Paulo;SP;80;3;1;0;1;Nao;Nao;2100;185;0;27
Sao Paulo;SP;34;1;1;;4;Sim;Nao;3100;620;45;40
Sao Paulo;SP;150;4;3;0;2;Sim;Nao;2850;0;275;37
Sao Paulo;SP;127;3;3;2;17;Nao;Sim;7000;1775;421;89
Sao Paulo;SP;296;4;5;2;1;Sim;Nao;8500;0;1000;128
Sao Paulo;SP;61;1;1;0;1;Nao;Sim;2700;437;0;35
Sao Paulo;SP;375;4;4;3;19;Sim;Sim;9000;2500;917;115
Sao Paulo;SP;370;5;4;3;1;Sim;Nao;14000;0;1290;211
Porto Alegre;RS;30;1;1;0;2;Sim;Sim;1270;280;42;19
Sao Paulo;SP;480;5;7;5;19;Sim;Nao;8500;6200;3700;108
Sao Paulo;SP;33;1;1;1;18;Nao;Sim;3500;1500;0;45
Rio De Janeiro;RJ;84;3;1;0;1;Nao;Nao;3100;900;209;40
Sao Paulo;SP;340;8;5;4;1;Sim;Nao;7000;0;1400;106
Porto Alegre;RS;97;3;3;3;5;Sim;Nao;3000;850;164;44
Rio De Janeiro;RJ;110;3;2;1;8;Sim;Nao;2500;1488;190;33
Belo Horizonte;MG;77;3;3;2;2;Sim;Sim;2200;1010;306;30
Rio De Janeiro;RJ;105;3;2;1;4;Sim;Nao;2500;1590;258;33
Sao Paulo;SP;33;1;1;1;1;Nao;Sim;1800;190;90;23
Sao Paulo;SP;25;1;1;0;5;Sim;Nao;2040;340;0;26
Sao Paulo;SP;130;2;2;2;1;Sim;Sim;4400;0;92;67
Sao Paulo;SP;480;4;7;5;1;Sim;Nao;7500;0;1250;113
Sao Paulo;SP;240;3;3;3;11;Sim;Sim;10000;3000;1200;127
Rio De Janeiro;RJ;80;2;2;1;8;Sim;Nao;2500;760;300;33
Sao Paulo;SP;50;2;1;2;1;Nao;Nao;1900;850;42;25
Belo Horizonte;MG;32;1;1;0;9;Nao;Nao;1000;300;100;14
Belo Horizonte;MG;48;2;1;1;2;Sim;Nao;1400;170;12;19
Sao Paulo;SP;90;3;3;1;1;Sim;Nao;2600;0;11;40
Rio De Janeiro;RJ;30;1;1;0;14;Sim;Sim;1100;706;133;15
Porto Alegre;RS;75;2;2;1;4;Sim;Nao;2800;488;135;41
Porto Alegre;RS;59;2;2;1;2;Sim;Nao;1450;490;48;22
Sao Paulo;SP;25;1;1;0;2;Nao;Sim;1750;0;0;23
Campinas;SP;140;4;3;2;2;Sim;Nao;3000;1070;250;39
Sao Paulo;SP;100;2;1;1;11;Sim;Nao;4000;1173;120;51
Campinas;SP;23;1;1;0;1;Nao;Sim;990;0;0;13
Sao Paulo;SP;124;3;2;1;4;Nao;Sim;2750;1070;289;35
Sao Paulo;SP;84;2;3;2;32;Nao;Sim;8500;850;450;108
Sao Paulo;SP;69;2;2;1;21;Sim;Nao;4000;662;146;51
Belo Horizonte;MG;100;3;1;0;1;Sim;Nao;2000;0;216;33
Sao Paulo;SP;70;1;2;1;3;Sim;Nao;4000;1054;106;51
Belo Horizonte;MG;88;3;2;1;3;Sim;Nao;1290;320;0;18
Belo Horizonte;MG;465;7;7;2;1;Sim;Sim;15000;0;435;246
Sao Paulo;SP;90;3;2;2;1;Sim;Nao;2730;1800;334;35
Sao Paulo;SP;120;3;3;1;5;Sim;Nao;3000;1656;189;39
Sao Paulo;SP;277;3;4;2;17;Sim;Nao;7650;3000;784;97
Sao Paulo;SP;270;4;6;3;1;Sim;Nao;5000;0;669;76
Porto Alegre;RS;216;3;2;1;23;Sim;Nao;3800;1400;167;56
Campinas;SP;150;1;2;0;1;Sim;Nao;1200;0;0;19
Sao Paulo;SP;360;4;7;5;7;Sim;Nao;3995;3900;2504;51
Belo Horizonte;MG;110;2;4;2;5;Sim;Nao;2700;690;213;36
Porto Alegre;RS;50;2;1;1;3;Sim;Sim;1300;334;16;19
Sao Paulo;SP;98;2;2;2;24;Sim;Sim;7500;1650;400;96
Sao Paulo;SP;190;3;3;3;4;Nao;Sim;5000;2000;667;64
Sao Paulo;SP;35;1;1;1;9;Sim;Nao;2500;239;90;32
Sao Paulo;SP;350;3;5;3;1;Sim;Nao;12000;0;1250;181
Belo Horizonte;MG;950;6;6;2;1;Sim;Nao;10000;1130;1375;164
Sao Paulo;SP;213;4;5;4;18;Sim;Nao;9900;3900;1084;126
Rio De Janeiro;RJ;100;3;2;1;7;Nao;Nao;3000;1100;190;39
Sao Paulo;SP;240;4;4;4;5;Sim;Nao;16000;2700;1667;203
Belo Horizonte;MG;77;2;1;1;2;Sim;Sim;960;400;129;13
Sao Paulo;SP;217;3;4;4;17;Sim;Sim;14500;2400;910;184
Sao Paulo;SP;218;4;4;3;10;Sim;Sim;8400;2347;1105;107
Sao Paulo;SP;31;2;1;0;2;Sim;Nao;1040;0;0;14
Sao Paulo;SP;380;4;7;7;15;Sim;Nao;15000;6000;2500;191
Rio De Janeiro;RJ;40;1;2;0;7;Sim;Nao;1800;500;53;24
Sao Paulo;SP;48;1;1;1;12;Sim;Sim;3800;766;150;49
Sao Paulo;SP;55;1;1;0;1;Sim;Nao;1400;0;138;22
Sao Paulo;SP;270;3;3;3;1;Sim;Nao;5740;3500;834;87
Rio De Janeiro;RJ;80;2;3;1;12;Sim;Sim;4500;850;0;58
Rio De Janeiro;RJ;50;1;1;0;1;Sim;Nao;1850;0;0;24
Sao Paulo;SP;38;2;1;0;5;Sim;Sim;3200;577;50;41
Belo Horizonte;MG;320;4;5;4;6;Nao;Nao;5000;3480;940;67
Sao Paulo;SP;500;3;6;0;1;Sim;Nao;6400;0;1667;97
Rio De Janeiro;RJ;110;3;3;0;1;Sim;Nao;2400;200;57;37
Sao Paulo;SP;300;3;3;2;1;Sim;Nao;10500;0;768;158
Sao Paulo;SP;30;1;1;0;1;Nao;Nao;650;0;25;10
Sao Paulo;SP;58;2;2;1;12;Nao;Sim;3400;942;71;44
Sao Paulo;SP;18;1;1;0;1;Sim;Nao;1720;0;0;22
Sao Paulo;SP;139;4;4;8;1;Sim;Nao;3500;0;265;53
Rio De Janeiro;RJ;210;4;5;2;2;Sim;Nao;8000;2300;850;104
Porto Alegre;RS;50;2;1;1;5;Sim;Nao;1180;188;0;18
Sao Paulo;SP;70;1;1;2;9;Sim;Sim;7000;2150;542;89
Sao Paulo;SP;36;1;1;0;4;Sim;Nao;1275;175;0;5
Sao Paulo;SP;48;1;1;0;1;Sim;Nao;1100;0;0;14
Belo Horizonte;MG;92;3;2;1;1;Sim;Nao;1600;220;0;22
Rio De Janeiro;RJ;189;3;2;0;3;Sim;Nao;4500;1371;452;58
Porto Alegre;RS;38;1;1;1;9;Sim;Nao;2500;350;42;37
Sao Paulo;SP;351;3;4;2;17;Nao;Sim;9500;2400;1192;121
Rio De Janeiro;RJ;64;2;1;1;4;Sim;Nao;2700;650;120;35
Sao Paulo;SP;31;1;1;1;11;Sim;Nao;2400;478;75;31
Sao Paulo;SP;90;3;2;2;3;Sim;Nao;2450;1100;117;32
Sao Paulo;SP;40;1;1;0;6;Sim;Nao;3463;890;0;32
Sao Paulo;SP;180;3;4;4;4;Sim;Nao;15000;4000;1417;191
Sao Paulo;SP;64;3;1;1;5;Sim;Nao;1500;504;53;20
Sao Paulo;SP;190;3;4;3;1;Sim;Nao;5500;2100;525;70
Sao Paulo;SP;400;3;3;4;1;Sim;Nao;14000;0;300;211
Rio De Janeiro;RJ;180;4;5;3;4;Sim;Nao;10000;1200;725;129
Sao Paulo;SP;73;1;1;0;8;Sim;Sim;3000;864;57;39
Sao Paulo;SP;64;2;2;2;4;Sim;Nao;2600;404;75;33
Sao Paulo;SP;65;3;1;1;6;Sim;Nao;2530;461;90;33
Sao Paulo;SP;400;4;5;4;7;Sim;Nao;12800;3240;1345;163
Sao Paulo;SP;48;2;1;1;6;Nao;Sim;5470;582;8;70
Sao Paulo;SP;40;1;1;1;14;Nao;Nao;1700;642;20;22
Porto Alegre;RS;61;2;1;0;3;Nao;Nao;1445;400;0;22
Rio De Janeiro;RJ;85;2;1;0;1;Sim;Nao;1700;460;58;22
Belo Horizonte;MG;235;4;3;1;1;Sim;Nao;12000;0;563;197
Sao Paulo;SP;347;4;5;4;5;Sim;Sim;12000;3500;1500;153
Rio De Janeiro;RJ;25;1;1;0;2;Sim;Nao;540;250;0;7
Rio De Janeiro;RJ;85;2;2;1;2;Sim;Nao;3600;1140;363;47
Sao Paulo;SP;103;3;3;2;3;Sim;Sim;6500;1310;448;83
Sao Paulo;SP;159;3;3;2;1;Nao;Nao;3300;0;225;50
Sao Paulo;SP;42;1;1;1;9;Sim;Nao;3600;600;125;46
Sao Paulo;SP;100;3;2;1;12;Sim;Nao;1946;700;0;7
Sao Paulo;SP;111;1;2;2;9;Sim;Nao;8000;1400;466;102
Porto Alegre;RS;40;1;1;1;2;Sim;Sim;1500;300;23;22
Campinas;SP;92;3;2;3;1;Sim;Sim;2525;752;0;32
Rio De Janeiro;RJ;480;5;6;4;3;Sim;Nao;8000;3236;1600;104
Belo Horizonte;MG;55;2;2;2;3;Sim;Nao;2000;670;177;27
Belo Horizonte;MG;24;1;1;1;7;Nao;Nao;1200;157;0;16
Sao Paulo;SP;50;1;1;1;1;Nao;Nao;1000;200;0;16
Rio De Janeiro;RJ;80;2;1;0;9;Sim;Nao;1600;500;158;21
Sao Paulo;SP;230;3;2;0;1;Sim;Nao;2500;0;500;32
Porto Alegre;RS;72;2;1;0;1;Sim;Nao;1200;200;67;18
Porto Alegre;RS;90;2;1;0;1;Sim;Nao;1353;300;77;20
Belo Horizonte;MG;22;1;1;0;1;Nao;Sim;700;0;0;10
Sao Paulo;SP;455;4;5;4;5;Sim;Nao;19500;8500;3334;248
Sao Paulo;SP;140;3;2;1;6;Nao;Nao;2400;1740;340;31
Belo Horizonte;MG;23;1;1;1;7;Sim;Nao;1300;144;132;18
Porto Alegre;RS;46;1;1;0;2;Sim;Nao;1070;0;56;16
Campinas;SP;70;1;1;1;2;Sim;Sim;2350;460;6;30
Belo Horizonte;MG;150;5;3;0;1;Sim;Nao;3250;0;100;54
Campinas;SP;55;1;1;0;5;Sim;Nao;500;473;17;7
Sao Paulo;SP;40;1;1;0;1;Nao;Nao;2040;0;70;31
Sao Paulo;SP;91;2;1;1;1;Sim;Nao;1750;615;90;23
Sao Paulo;SP;140;2;1;3;1;Sim;Nao;2500;0;194;38
Sao Paulo;SP;50;1;1;0;1;Sim;Nao;1300;600;0;17
Campinas;SP;52;2;1;1;7;Sim;Nao;980;248;77;13
Rio De Janeiro;RJ;100;3;1;1;1;Sim;Nao;3000;1700;250;39
Sao Paulo;SP;160;4;3;3;3;Sim;Nao;7000;1600;542;89
Sao Paulo;SP;50;1;1;0;1;Nao;Nao;750;0;0;12
Campinas;SP;137;3;2;1;4;Sim;Nao;1800;1500;250;23
Porto Alegre;RS;42;1;1;0;2;Sim;Nao;1200;250;27;18
Sao Paulo;SP;650;3;7;2;1;Sim;Nao;9900;0;600;149
Rio De Janeiro;RJ;90;3;2;0;1;Nao;Nao;2000;0;0;31
Rio De Janeiro;RJ;30;1;1;0;9;Sim;Sim;1854;550;0;11
Sao Paulo;SP;254;4;4;3;7;Sim;Sim;6780;1300;478;86
Sao Paulo;SP;40;1;1;1;5;Nao;Nao;3600;700;180;46
Rio De Janeiro;RJ;130;4;2;1;2;Nao;Sim;3300;700;145;43
Campinas;SP;128;3;3;2;1;Sim;Nao;2650;1236;682;34
Sao Paulo;SP;78;2;1;3;1;Sim;Nao;1600;0;163;25
Campinas;SP;42;1;1;0;1;Sim;Nao;690;0;12;9
Campinas;SP;140;3;3;2;8;Sim;Nao;2370;900;0;31
Sao Paulo;SP;46;1;1;0;3;Sim;Nao;1600;100;0;21
Campinas;SP;50;2;1;1;3;Sim;Nao;1170;300;0;15
Sao Paulo;SP;54;1;1;1;13;Nao;Nao;4130;1484;250;53
Sao Paulo;SP;40;1;1;1;13;Sim;Nao;3200;584;95;41
Sao Paulo;SP;50;2;1;1;5;Sim;Nao;1100;570;0;14
Sao Paulo;SP;75;3;1;1;1;Nao;Nao;1800;475;0;23
Sao Paulo;SP;472;3;2;4;1;Sim;Nao;6500;0;650;98
Porto Alegre;RS;360;5;3;6;1;Sim;Sim;4800;0;197;86
Sao Paulo;SP;308;4;4;3;1;Sim;Nao;15000;4780;1917;191
Sao Paulo;SP;50;1;1;1;8;Nao;Sim;3700;2204;209;47
Sao Paulo;SP;540;4;5;5;13;Sim;Nao;5100;3414;2236;65
Sao Paulo;SP;321;3;5;2;1;Sim;Sim;7318;0;1072;111
Sao Paulo;SP;70;3;2;1;3;Sim;Nao;1290;380;92;17
Campinas;SP;130;3;2;2;4;Sim;Sim;2800;1150;184;36
Sao Paulo;SP;170;3;2;2;1;Sim;Nao;4500;0;267;68
Sao Paulo;SP;60;2;2;1;11;Nao;Sim;5500;1158;150;70
Rio De Janeiro;RJ;45;1;1;0;4;Nao;Sim;4500;450;80;58
Belo Horizonte;MG;60;2;1;1;1;Sim;Nao;750;467;78;10
Sao Paulo;SP;340;5;4;2;7;Sim;Nao;12000;220000;1000;153
Porto Alegre;RS;58;2;1;0;2;Sim;Nao;750;299;30;11
Sao Paulo;SP;195;4;3;3;7;Nao;Nao;10000;2600;1336;127
Sao Paulo;SP;100;2;4;0;1;Sim;Nao;3000;0;0;39
Sao Paulo;SP;50;1;1;0;1;Sim;Nao;700;0;67;11
Campinas;SP;54;2;1;1;3;Sim;Nao;999;286;23;13
Belo Horizonte;MG;55;2;1;1;3;Sim;Nao;1300;270;85;18
Sao Paulo;SP;48;1;1;2;1;Sim;Sim;3550;1966;486;45
Sao Paulo;SP;58;2;1;1;6;Sim;Nao;1700;850;165;22
Sao Paulo;SP;200;3;4;3;19;Sim;Sim;8500;2247;1000;33
Campinas;SP;77;3;1;2;3;Sim;Nao;1500;486;49;20
Belo Horizonte;MG;72;2;1;1;9;Sim;Nao;1200;421;83;16
Sao Paulo;SP;50;2;1;2;8;Nao;Nao;1800;504;59;23
Rio De Janeiro;RJ;95;2;2;1;11;Sim;Nao;3000;1024;28120;39
Sao Paulo;SP;130;3;2;0;1;Sim;Sim;4800;550;215;61
Rio De Janeiro;RJ;30;1;1;0;6;Nao;Nao;700;500;0;10
Sao Paulo;SP;300;4;3;4;9;Sim;Nao;15000;2400;0;191
Rio De Janeiro;RJ;95;3;2;1;3;Sim;Nao;2245;1000;268;29
Sao Paulo;SP;80;3;1;1;1;Sim;Nao;1750;620;0;23
Sao Paulo;SP;310;3;3;2;16;Nao;Nao;15000;2720;846;191
Porto Alegre;RS;170;3;2;0;3;Sim;Sim;1000;1750;165;15
Rio De Janeiro;RJ;46;2;1;0;9;Nao;Nao;820;550;0;11
Rio De Janeiro;RJ;97;3;2;0;5;Sim;Nao;2734;900;270;36
Sao Paulo;SP;130;3;2;1;4;Nao;Sim;7900;1134;386;101
Rio De Janeiro;RJ;30;1;1;0;2;Nao;Nao;1140;350;0;15
Sao Paulo;SP;40;1;1;1;11;Nao;Nao;2600;390;96;35
Sao Paulo;SP;90;3;2;2;6;Nao;Sim;2100;890;150;27
Sao Paulo;SP;89;2;2;2;8;Sim;Sim;7700;1440;351;98
Sao Paulo;SP;240;3;3;5;1;Sim;Nao;3500;3000;0;45
Sao Paulo;SP;106;3;2;0;6;Sim;Nao;2430;1139;0;31
Sao Paulo;SP;80;2;1;1;18;Nao;Nao;1500;550;167;20
Sao Paulo;SP;22;1;1;1;25;Sim;Nao;2200;471;55;28
Sao Paulo;SP;141;4;3;2;3;Sim;Nao;4010;1500;542;51
Sao Paulo;SP;340;4;6;6;1;Sim;Sim;15000;0;250;226
Sao Paulo;SP;105;4;2;2;3;Sim;Nao;6500;1659;400;83
Sao Paulo;SP;70;3;1;1;2;Sim;Nao;1290;380;180;17
Sao Paulo;SP;200;3;2;1;8;Sim;Nao;8000;1500;42;102
Campinas;SP;62;2;1;0;1;Sim;Nao;709;280;22;9
Sao Paulo;SP;74;2;3;2;24;Sim;Nao;3200;450;40;41
Rio De Janeiro;RJ;333;5;4;3;5;Sim;Nao;7000;2100;1000;91
Sao Paulo;SP;250;4;2;5;1;Sim;Nao;4000;841;701;61
Sao Paulo;SP;70;1;1;1;10;Sim;Sim;3590;469;83;46
Rio De Janeiro;RJ;120;3;2;2;1;Sim;Sim;5500;1790;509;71
Porto Alegre;RS;35;1;1;0;1;Sim;Nao;960;100;75;15
Rio De Janeiro;RJ;67;2;1;0;4;Sim;Nao;1529;810;80;17
Sao Paulo;SP;220;4;3;4;11;Sim;Sim;3000;1800;1000;39
Campinas;SP;80;3;2;2;17;Sim;Nao;2500;560;175;32
Sao Paulo;SP;57;1;1;1;5;Sim;Nao;4800;769;194;61
Porto Alegre;RS;100;2;2;2;1;Sim;Nao;2200;120;159;33
Rio De Janeiro;RJ;60;1;1;0;5;Sim;Nao;750;500;100;10
Campinas;SP;87;3;2;1;12;Sim;Sim;1450;870;100;19
Sao Paulo;SP;530;4;4;6;1;Sim;Nao;9520;0;1334;144
Sao Paulo;SP;35;1;1;0;1;Sim;Nao;700;0;80;11
Sao Paulo;SP;140;3;2;2;1;Sim;Nao;3000;0;2500;46
Sao Paulo;SP;45;2;2;0;1;Nao;Nao;1630;0;84;25
Sao Paulo;SP;70;1;1;1;12;Sim;Sim;3500;1000;171;45
Sao Paulo;SP;140;3;3;1;1;Sim;Nao;1360;1144;256;18
Belo Horizonte;MG;80;3;2;1;7;Sim;Nao;2000;820;152;27
Sao Paulo;SP;50;1;1;0;1;Nao;Nao;1150;0;50;18
Sao Paulo;SP;108;3;2;2;12;Nao;Nao;2900;900;202;37
Sao Paulo;SP;60;3;1;1;15;Sim;Sim;2200;556;4;31
Sao Paulo;SP;30;1;1;1;14;Nao;Sim;3500;460;100;45
Sao Paulo;SP;110;3;3;2;2;Sim;Sim;3800;1000;192;49
Rio De Janeiro;RJ;70;2;1;1;5;Sim;Sim;1100;843;84;15
Sao Paulo;SP;360;3;5;4;22;Sim;Nao;3635;2330;1644;47
Campinas;SP;348;3;3;3;1;Sim;Nao;6000;0;350;91
Sao Paulo;SP;270;3;4;3;10;Sim;Nao;7900;3809;1792;101
Rio De Janeiro;RJ;86;2;2;1;1;Nao;Sim;5500;1500;375;71
Sao Paulo;SP;100;3;4;2;6;Nao;Nao;3000;1380;470;39
Sao Paulo;SP;30;1;1;1;10;Sim;Sim;1850;574;0;24
Sao Paulo;SP;146;3;4;3;20;Sim;Sim;10000;1540;667;127
Belo Horizonte;MG;100;3;3;1;1;Sim;Nao;1600;350;120;22
Rio De Janeiro;RJ;185;3;2;1;3;Sim;Nao;6900;2488;0;89
Sao Paulo;SP;300;3;5;2;7;Sim;Nao;4600;0;609;70
Sao Paulo;SP;120;3;4;0;1;Sim;Nao;3200;250;226;41
Sao Paulo;SP;195;3;3;2;1;Sim;Nao;2990;0;330;45
Sao Paulo;SP;110;1;3;2;6;Sim;Nao;8000;1500;417;102
Sao Paulo;SP;210;3;3;3;17;Sim;Nao;7000;2300;717;89
Campinas;SP;400;4;6;3;1;Sim;Nao;6800;1200;700;103
Belo Horizonte;MG;42;2;1;1;4;Sim;Nao;690;175;63;10
Belo Horizonte;MG;180;3;1;0;1;Sim;Nao;3400;0;367;56
Campinas;SP;329;4;2;2;9;Sim;Nao;6300;2040;420;80
Sao Paulo;SP;44;1;1;0;1;Sim;Nao;1400;100;0;18
Belo Horizonte;MG;28;1;1;1;1;Nao;Sim;1250;550;0;17
Rio De Janeiro;RJ;90;3;2;1;2;Nao;Sim;3800;1000;310;49
Sao Paulo;SP;90;2;1;0;2;Sim;Nao;2150;622;212;28
Sao Paulo;SP;200;2;1;0;1;Sim;Nao;2800;0;291;43
Porto Alegre;RS;240;3;4;3;1;Sim;Nao;6000;0;184;107
Porto Alegre;RS;55;2;1;0;19;Sim;Nao;1200;500;84;18
Belo Horizonte;MG;90;3;2;0;8;Nao;Nao;4200;630;150;56
Sao Paulo;SP;85;3;1;2;6;Sim;Nao;1900;955;270;25
Sao Paulo;SP;255;4;4;3;;Sim;Sim;11900;0;0;151
Sao Paulo;SP;280;5;2;1;1;Sim;Nao;8000;0;0;121
Rio De Janeiro;RJ;32;1;1;0;8;Sim;Nao;1400;574;66;19
Belo Horizonte;MG;29;1;1;0;1;Nao;Nao;1100;0;8;15
Sao Paulo;SP;48;1;1;1;15;Sim;Sim;3000;487;142;39
Campinas;SP;170;3;2;2;1;Sim;Nao;2300;0;98;35
Belo Horizonte;MG;45;1;1;1;3;Nao;Sim;3000;300;0;40
Campinas;SP;341;4;6;4;1;Sim;Nao;13000;660;608;196
Porto Alegre;RS;80;2;2;0;1;Sim;Sim;1638;330;0;19
Rio De Janeiro;RJ;153;3;2;1;2;Sim;Nao;2550;1500;157;33
Rio De Janeiro;RJ;120;3;2;1;2;Sim;Nao;2200;1260;0;29
Sao Paulo;SP;33;1;1;0;3;Sim;Nao;1650;350;0;21
Sao Paulo;SP;180;4;4;2;10;Sim;Nao;5500;1900;507;70
Campinas;SP;84;3;1;1;3;Sim;Nao;1200;950;147;16
Sao Paulo;SP;73;3;2;1;12;Sim;Nao;2700;923;171;35
Sao Paulo;SP;50;1;2;1;9;Nao;Sim;3000;850;210;39
Sao Paulo;SP;40;1;1;1;5;Nao;Nao;4320;603;181;55
Sao Paulo;SP;216;3;4;4;7;Sim;Sim;15000;2300;900;191
Sao Paulo;SP;44;1;1;1;8;Sim;Nao;2300;480;70;30
Belo Horizonte;MG;120;3;2;2;1;Nao;Nao;1700;318;331;23
Porto Alegre;RS;150;3;3;2;10;Sim;Sim;8900;1300;250;130
Sao Paulo;SP;136;3;2;3;12;Sim;Sim;2500;1400;325;32
Porto Alegre;RS;54;1;1;0;2;Sim;Nao;1000;400;25;15
Sao Paulo;SP;100;2;1;1;5;Sim;Sim;3800;1400;234;49
Sao Paulo;SP;50;2;1;1;1;Sim;Nao;1200;496;0;16
Campinas;SP;60;2;1;0;1;Nao;Nao;800;0;138;13
Rio De Janeiro;RJ;125;3;2;1;5;Sim;Sim;3500;1460;295;46
Rio De Janeiro;RJ;28;1;1;0;1;Sim;Nao;1870;450;0;25
Porto Alegre;RS;78;2;1;0;3;Sim;Nao;1480;280;32;22
Porto Alegre;RS;46;1;1;0;6;Sim;Nao;850;345;27;13
Sao Paulo;SP;35;1;1;1;8;Nao;Sim;2896;593;78;37
Sao Paulo;SP;104;3;2;2;2;Sim;Nao;4200;1500;432;54
Sao Paulo;SP;215;3;3;2;1;Nao;Sim;15000;3000;834;191
Campinas;SP;100;3;2;2;1;Sim;Nao;2250;0;15;34
Belo Horizonte;MG;30;1;1;1;1;Nao;Nao;705;0;0;10
Porto Alegre;RS;43;1;1;0;3;Sim;Sim;1500;250;25;22
Sao Paulo;SP;234;3;4;3;13;Sim;Nao;7000;2400;84;89
Sao Paulo;SP;37;1;1;0;4;Sim;Sim;1730;1320;142;22
Sao Paulo;SP;50;2;1;0;1;Sim;Nao;2000;54;42;26
Rio De Janeiro;RJ;71;2;2;1;12;Sim;Sim;3500;1170;190;46
Sao Paulo;SP;118;3;3;2;17;Sim;Sim;3890;1000;356;50
Campinas;SP;122;3;2;1;4;Sim;Nao;1750;250;117;23
Rio De Janeiro;RJ;58;2;2;1;3;Sim;Nao;1200;745;44;16
Sao Paulo;SP;270;3;3;2;1;Sim;Nao;9800;0;0;148
Porto Alegre;RS;90;3;2;2;9;Sim;Nao;2500;1163;202;37
Sao Paulo;SP;400;4;3;3;1;Sim;Nao;8000;0;1250;121
Campinas;SP;155;3;3;2;1;Sim;Nao;5500;960;15;83
Rio De Janeiro;RJ;85;2;1;0;8;Sim;Sim;2975;1500;134;39
Sao Paulo;SP;280;4;4;4;1;Sim;Sim;12000;3600;1667;172
Rio De Janeiro;RJ;30;1;1;0;8;Sim;Sim;2000;500;45;26
Sao Paulo;SP;54;1;2;0;7;Sim;Nao;3500;390;0;45
Porto Alegre;RS;25;1;1;0;8;Sim;Nao;750;277;27;11
Belo Horizonte;MG;176;4;2;2;1;Sim;Nao;4500;0;226;74
Sao Paulo;SP;570;4;6;4;1;Sim;Nao;10500;0;1834;158
Belo Horizonte;MG;95;2;2;1;10;Sim;Nao;1600;735;170;22
Sao Paulo;SP;30;1;1;0;4;Sim;Nao;1153;250;0;4
Sao Paulo;SP;250;3;4;3;1;Sim;Nao;3571;0;430;54
Sao Paulo;SP;98;3;3;2;1;Sim;Nao;2500;0;0;38
Belo Horizonte;MG;68;2;2;2;3;Sim;Nao;800;168;59;11
Sao Paulo;SP;83;3;2;2;7;Sim;Nao;3690;804;317;47
Belo Horizonte;MG;70;2;2;2;6;Sim;Nao;2250;625;211;30
Belo Horizonte;MG;50;2;1;1;3;Sim;Nao;1000;170;28;14
Sao Paulo;SP;480;4;5;3;1;Sim;Nao;4100;2200;1700;62
Sao Paulo;SP;250;3;2;8;1;Sim;Nao;10000;0;0;151
Sao Paulo;SP;191;4;3;3;13;Nao;Nao;9500;2800;1200;121
Sao Paulo;SP;140;3;3;3;7;Nao;Nao;8000;2200;800;102
Sao Paulo;SP;49;1;1;1;5;Sim;Nao;2600;284;134;33
Belo Horizonte;MG;362;5;4;4;15;Nao;Nao;7900;1400;1504;106
Rio De Janeiro;RJ;61;2;1;0;3;Sim;Nao;1297;640;21;17
Porto Alegre;RS;156;3;2;1;1;Sim;Nao;1615;0;110;29
Sao Paulo;SP;179;3;2;1;3;Sim;Nao;5400;1457;359;69
Rio De Janeiro;RJ;120;3;3;2;5;Sim;Sim;2800;1100;150;37
Belo Horizonte;MG;200;4;2;2;1;Sim;Sim;12000;0;233;197
Sao Paulo;SP;185;3;3;3;20;Sim;Nao;5600;2670;907;71
Sao Paulo;SP;120;2;2;0;1;Sim;Nao;3600;300;120;46
Sao Paulo;SP;50;2;1;1;13;Sim;Nao;1715;407;12;22
Belo Horizonte;MG;400;3;3;2;1;Sim;Nao;4800;0;0;79
Sao Paulo;SP;240;3;4;2;1;Sim;Nao;8200;1;625;124
Sao Paulo;SP;60;2;1;1;13;Sim;Sim;1520;550;80;20
Sao Paulo;SP;100;2;1;3;1;Nao;Nao;2700;0;378;41
Sao Paulo;SP;250;4;4;3;1;Nao;Nao;7500;0;417;113
Porto Alegre;RS;100;4;2;1;2;Sim;Nao;1820;750;167;27
Rio De Janeiro;RJ;72;1;2;1;6;Sim;Nao;2000;580;0;26
Rio De Janeiro;RJ;70;2;1;0;2;Sim;Sim;2000;250;7;26
Sao Paulo;SP;16;1;1;0;2;Sim;Nao;2700;0;5;35
Sao Paulo;SP;98;3;2;2;10;Sim;Nao;4500;900;0;58
Sao Paulo;SP;170;3;3;1;6;Sim;Nao;2060;1300;200;27
Sao Paulo;SP;45;2;1;0;1;Nao;Nao;1450;70;43;22
Sao Paulo;SP;90;2;2;1;7;Sim;Sim;5500;760;142;70
Sao Paulo;SP;30;1;1;1;11;Sim;Sim;2570;500;0;8
Sao Paulo;SP;140;3;3;2;3;Sim;Nao;4905;2350;59;63
Sao Paulo;SP;90;2;2;2;2;Sim;Nao;3640;1230;342;47
Belo Horizonte;MG;62;2;2;0;1;Sim;Nao;1300;0;0;18
Rio De Janeiro;RJ;80;2;2;0;6;Sim;Nao;2500;650;0;33
Sao Paulo;SP;40;1;1;0;1;Nao;Nao;750;0;0;12
Rio De Janeiro;RJ;65;1;1;0;1;Sim;Nao;1800;300;30;24
